RxnID	REV	GPR	RxnName	EC	Subsystems
R06260	1	YNR030W	Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase (EC 2.4.1.260) (Asparagine-linked glycosylation protein 12) (Dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichyl-alpha-1,6-mannosyltransferase) (Extracellular mutant protein 39) (Mannosyltransferase ALG12)	2.4.1.260	sce00510  n-glycan biosynthesis
R00801	1	YOL157C	sucrose glucohydrolase	3.2.1.10	sce00500  starch and sucrose metabolism
R01718	1	YOL157C	Isomaltose 6-alpha-D-glucanohydrolase	3.2.1.10	sce00500  starch and sucrose metabolism
R01791	1	YOL157C	Dextrin 6-alpha-D-glucanohydrolase	3.2.1.10	sce00500  starch and sucrose metabolism
R06262	1	YOR002W	dolichyl beta-D-glucosyl phosphate:D-Man-alpha-(1->2)-D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->6)]-D-Man-alpha-(1->6)]-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)-D-GlcNAc-diphosphodolichol alpha-1,3-glucosyltransferase	2.4.1.267	sce00510  n-glycan biosynthesis
R06263	1	YOR067C	dolichyl beta-D-glucosyl phosphate:D-Glc-alpha-(1->3)-D-Man-alpha-(1->2)-D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->6)]-D-Man-alpha-(1->6)]-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)-D-GlcNAc-diphosphodolichol alpha-1,3-glucosyltransferase	2.4.1.265	sce00510  n-glycan biosynthesis
R07129	1	YOR149C	GPI mannosyltransferase 4 (EC 2.4.1.-) (GPI mannosyltransferase IV) (GPI-MT-IV)	2.4.1.-	sce00563  glycosylphosphatidylinositol (gpi)-anchor biosynthesis
R07767	1	YOR196C	protein N6-(octanoyl)lysine:sulfur sulfurtransferase	2.8.1.8	sce00785  lipoic acid metabolism
R07768	1	YOR196C	octanoyl-[acp]:sulfur sulfurtransferase	2.8.1.8	sce00785  lipoic acid metabolism
RXN-14381	0	( YOR226C or YPL135W )	Iron sulfur cluster assembly protein 2, mitochondrial (Iron sulfur cluster scaffold protein 2)		iron-sulfur cluster biosynthesis
R01931	1	( YOR251C or YOR285W or YOR286W )	thiosulfate:cyanide sulfurtranserase	2.8.1.1;2.8.1.-	sce00920  sulfur metabolism
MNXR101505	1	( YOR334W or YPL060W )	Magnesium transporter MRS2, mitochondrial (RNA-splicing protein MRS2)		magnesium transport
R01005	1	YPL227C	UDPglucose:dolichyl-phosphate beta-D-glucosyltransferase	2.4.1.117	sce00510  n-glycan biosynthesis
MNXR104466	1	YPR003C	Putative sulfate transporter YPR003C		sulfate transport
R01708	1	YPR127W	Pyridoxine:NADP+ 4-oxidoreductase	1.1.1.65	sce00750  vitamin b6 metabolism
R01206	1	( YDR371W or YLR286C )	[1,4-(N-Acetyl-beta-D-glucosaminyl)]n glycanohydrolase	3.2.1.14	sce00520  amino sugar and nucleotide sugar metabolism
MNXR96691	1	YOR161C	Protein PNS1 (pH nine-sensitive protein 1)		choline transport
R03042	1	( YHR201C or YDR452W )	Polyphosphate phosphohydrolase	3.6.1.10; 3.6.1.-; 3.6.1.11	cofactor and prosthetic group biosynthesis
MNXR96952	0	YDR270W	Copper-transporting ATPase (EC 3.6.3.54) (Cu(2+)-ATPase)	3.6.3.54	cu2+ transport
RXN-14214	0	YDR452W	Endopolyphosphatase (EC 3.6.1.10) (Deoxyadenosine triphosphate phosphohydrolase) (dATP phosphohydrolase) (EC 3.6.1.-) (Exopolyphosphatase) (EC 3.6.1.11) (Phosphate metabolism protein 5)	3.6.1.10; 3.6.1.-; 3.6.1.11	other
R03804	1	YLR351C	Monoamide of a dicarboxylic acid amidohydrolase	3.5.1.3	other
MNXR124629	1	YMR301C	Iron-sulfur clusters transporter ATM1, mitochondrial		porphyrin transport
R06199	1	YOL157C	Oligo-1,6-glucosidase IMA2 (EC 3.2.1.10) (Alpha-glucosidase) (Isomaltase 2)	3.2.1.10	sce00500  starch and sucrose metabolism
MNXR99010	1	YEL004W	UDP-N-acetylglucosamine transporter YEA4		uridine diphosphate-n-acetylglucosamine (udp-glcnac) transport
